effect,detail,link,drugs,tfidf_score,is_top_k,e0,e1,e2
internal hallucinations,"""light and bright colours. still more greens/yellows/white come to mind. no blue, purple, red, indigo or orange.""",13.0,j-geraniol,0.11758446211872906,True,4.128165,25.89745,-34.615967
philosophic contemplation,"""and each of the bark patterns told the story of the infinite math that is the universe.""",14.0,j-star-anise,0.19845088130128358,True,29.76729,16.817533,15.350842
philosophy enhancement,"""and each of the bark patterns told the story of the infinite math that is the universe.""",14.0,j-star-anise,0.09853407784928178,True,10.975027,-11.993327,-30.382572
unity,"""as we are all connected, the same, but different.""",14.0,j-star-anise,0.29055794219494124,True,31.902412,40.61013,18.793018
interconnectedness,"""as we are all connected, the same, but different.""",14.0,j-star-anise,0.29055794219494124,True,48.037857,14.388318,17.520773
noetic insight,"""as we are all connected, the same, but different.""",14.0,j-star-anise,0.2216560989663653,True,37.72807,18.69392,23.768152
subjective effects,"""anethole felt more subtle than the rest""",14.0,j-star-anise,0.06034551391483447,True,10.059839,-27.57099,-6.737922
cognitive impairments,"""the order of the 4 probes mattered, with anethole needing to be at the end. the timing mattered.""",14.0,j-star-anise,0.26546751487541576,True,51.639256,-17.047607,-9.908065
positive affect,"""it was perfect. healing, a gentle embrace.""",14.0,j-star-anise,0.1599926488487902,True,31.923815,-18.30112,-2.5024621
emotional intimacy,"""it was perfect. healing, a gentle embrace.""",14.0,j-star-anise,0.26546751487541576,True,46.530205,0.44720626,5.621994
relaxation,"""like a mother. soothing.""",14.0,j-star-anise,0.11082804948318264,True,11.960184,2.325355,16.420588
paresthesia,"""a reset. warm.""",14.0,j-star-anise,0.08848917162513859,True,-8.6305065,32.361607,-22.62944
cognitive impairments,"""a reset. warm.""",14.0,j-star-anise,0.26546751487541576,True,51.639256,-17.047607,-9.908065
color enhancement,"""makes me think of reds, yellows, oranges, and browns""",14.0,j-star-anise,0.07263948554873531,True,7.464413,-12.943225,-42.651783
visual hallucinations,"""more like watching a fire in a fireplace in winter or a candle flame dancing in a darkened room.""",14.0,j-star-anise,0.11082804948318264,True,8.678897,14.359148,-32.132748
subjective effects,"""melatonin offered a different frequency than when using the primer alone.""",15.0,j-melatonin,0.22767433759185263,True,36.32462,-32.133118,-25.080385
visual distortions,"""it stretched out the vibration in a different way, like strumming a different cord on the same guitar, cello, or violin.""",15.0,j-melatonin,0.2787581171130804,True,35.108547,46.755306,-8.802327
distortions,"""it stretched out the vibration in a different way, like strumming a different cord on the same guitar, cello, or violin.""",15.0,j-melatonin,0.15931186739011086,True,10.899029,46.939114,-4.494023
amplification of environmental factors,"""it's resonance and reverberation caused me to shake out more things.""",15.0,j-melatonin,0.18740558355296894,True,22.663961,-0.3304497,-50.97614
memory replays,"""they felt like they were related to childhood and sexuality.""",15.0,j-melatonin,0.08319162623082406,True,-13.721954,6.7546206,-39.595608
sexual arousal,"""they felt like they were related to childhood and sexuality.""",15.0,j-melatonin,0.1393790585565402,True,22.207361,-2.3227718,3.661177
muscle twitching,"""i felt a twitch on my right side - likely ovarian at some point around 2 or 3.""",15.0,j-melatonin,0.1393790585565402,True,14.039047,-7.7437744,16.742136
pareidolia,"""i felt a twitch on my right side - likely ovarian at some point around 2 or 3.""",15.0,j-melatonin,0.22257068478736425,True,12.925574,42.585632,-18.190472
color enhancement,"""overall hues of blues, greens, and yellows.""",15.0,j-melatonin,0.09135253356011144,True,10.76546,-11.8281555,-40.336506
visual acuity enhancement,"""like seeing the world with 3d pop up glasses without seeing.""",15.0,j-melatonin,0.15931186739011086,True,17.26096,-7.7427096,-38.214397
cognitive enhancements,"""perhaps experiencing consciousness in a new way.""",15.0,j-melatonin,0.11128534239368212,True,17.051975,-15.668249,-26.694025
positive affect,"""felt constructive and rejuvenating.""",15.0,j-melatonin,0.3018138216340527,True,53.85789,-2.4411168,-4.571227
cognitive effects,"""heavy third eye.""",15.0,j-melatonin,0.1006046072113509,True,15.292462,-18.59519,-17.693138
spirituality enhancement,"""heavy third eye.""",15.0,j-melatonin,0.15931186739011086,True,21.648344,-14.773976,-35.826694
bodily warmth,she began by warming all the feminine parts of my physical body.,16.0,j-rose,0.13178864767777101,True,21.2534,-8.766086,-4.488095
pareidolia,she began by warming all the feminine parts of my physical body.,16.0,j-rose,0.11835365507191586,True,6.459851,37.677788,-14.793491
time distortions,"she lulled me into timelessness, and we drifted together.",16.0,j-rose,0.14823174971500677,True,7.921719,46.49313,1.6266053
emotional intimacy,"she was the mother i have needed for the last decade, maybe longer.",16.0,j-rose,0.3550609652157476,True,48.266766,5.253511,3.4987364
love,"she was the mother i have needed for the last decade, maybe longer.",16.0,j-rose,0.32098359202821075,True,36.04472,30.254452,20.366638
color transformation,"floated in colours at times - reds, pinks, magenta with flashes of orange and glitters of yellow...but mostly reds.",16.0,j-rose,0.19930868987143813,True,16.474026,-13.097818,-43.394333
tactility enhancement,like being laid in a bed of soft feathers.,16.0,j-rose,0.1694305952283472,True,24.911892,-7.624319,-38.608868
emotional intimacy,"she warmed my heart with a gentle flame, unlike the lawless flames of cinnamon.",16.0,j-rose,0.3550609652157476,True,48.266766,5.253511,3.4987364
love,"she warmed my heart with a gentle flame, unlike the lawless flames of cinnamon.",16.0,j-rose,0.32098359202821075,True,36.04472,30.254452,20.366638
auditory hallucinations,"a gentle hum, a morning song, a lullaby.",16.0,j-rose,0.1694305952283472,True,14.319753,25.718697,-45.583878
taste distortion,and as a side note it was like drinking a bottle of your grandma's horrible perfume.,16.0,j-rose,0.39861737974287625,True,42.201347,37.91414,-8.333676
olfactory distortions,and as a side note it was like drinking a bottle of your grandma's horrible perfume.,16.0,j-rose,0.1694305952283472,True,14.266603,46.986626,-5.8349814
geometry,"""clear and concise evolving fractal patterns in shades of gray with a violet shimmer""",17.0,5-meo-dmt,0.06420521045562348,True,-14.314438,33.35863,28.597494
cognitive effects,"""aware of self and environment""",17.0,5-meo-dmt,0.22746902549399228,True,42.808105,-2.2332132,-11.283708
jaw clenching,"""deep beathing and jaw movement releasing tension and ingrained fear""",17.0,5-meo-dmt,0.015498631186444903,True,-23.446186,-29.349257,16.198208
muscle tension,"""deep beathing and jaw movement releasing tension and ingrained fear""",17.0,5-meo-dmt,0.04862449773765198,True,-11.038796,-10.573527,36.228798
geometry,"""second round is similar with increased depth of fractals""",17.0,5-meo-dmt,0.06420521045562348,True,-14.314438,33.35863,28.597494
derealization,"""less awareness of environment""",17.0,5-meo-dmt,0.2572153499173369,True,45.614403,22.938467,-0.57106674
depersonalization,"""less awareness of environment""",17.0,5-meo-dmt,0.17715113747174085,True,34.761066,12.739615,1.9102196
fear,"""usually low-grade anticipation and fear of the third round""",17.0,5-meo-dmt,0.18598357423733883,True,10.324999,30.998352,48.05114
anticipation,"""usually low-grade anticipation and fear of the third round""",17.0,5-meo-dmt,0.04862449773765198,True,-29.37503,19.539192,12.302755
intrusive thoughts,"""ideas of not coming back float in head with deep beathing""",17.0,5-meo-dmt,0.006946356819664569,True,-51.06343,3.3705895,-13.095274
thought loops,"""ideas of not coming back float in head with deep beathing""",17.0,5-meo-dmt,0.013892713639329137,True,-31.577717,-9.771559,0.10798645
subjective effects,"""third round is usually a release with full immersion into the experience""",17.0,5-meo-dmt,0.14346222604138792,True,22.042158,-35.653797,-21.113676
internal hallucinations,"""occasionally ending up in a void of pure fractals with gray and violet coloration""",17.0,5-meo-dmt,0.07313760543286442,True,-7.0173984,25.082405,-30.25918
emotional vulnerability,"""deep vulnerability""",17.0,5-meo-dmt,0.006946356819664569,True,-57.15266,-7.4559193,-6.2720776
bodily transformations,"""coming out of experience with internalized stress being released from jaw""",17.0,5-meo-dmt,0.04133818123671485,True,-4.53503,4.8006763,-4.87418
cognitive impairments,"""the ability to remained cognitively intact during the trip""",17.0,5-meo-dmt,0.4619878470526773,True,20.929747,-38.92538,35.29266
courage enhancement,"""always feel generally courageous and satisfied coming out of trip""",17.0,5-meo-dmt,0.013892713639329137,True,-28.091227,-35.636307,-9.321878
fear,"""the last 100ish experiences have been letting go of accumulated fear and insecurity""",17.0,5-meo-dmt,0.18598357423733883,True,15.126417,25.887068,42.366123
cognitive effects,"""stored congruently in both my psyche and physical body""",17.0,5-meo-dmt,0.22746902549399228,True,40.222385,-10.970981,-20.492725
positive affect,"""stored congruently in both my psyche and physical body""",17.0,5-meo-dmt,0.0857670096124889,True,23.31886,-18.950161,10.216754
geometry,"""first round appeared lighter, softer fractals with a strobe quality to the internal experience""",18.0,j-a-pinene,0.33966559573011673,True,35.082638,36.83987,6.4850135
geometry,"""first round appeared lighter, softer fractals with a strobe quality to the internal experience""",18.0,j-a-pinene,0.33966559573011673,True,35.082638,36.83987,6.4850135
paresthesia,"""like pulses of energy""",18.0,j-a-pinene,0.15587116415519456,True,-8.160283,41.745728,-25.202951
pareidolia,"""like pulses of energy""",18.0,j-a-pinene,0.15587116415519456,True,9.908677,39.09132,-15.902839
cognitive effects,"""self-awareness maintained and aware of physical sensations""",18.0,j-a-pinene,0.0704556274353504,True,11.677469,-19.278667,-16.374777
sensory amplifications,"""self-awareness maintained and aware of physical sensations""",18.0,j-a-pinene,0.11156961779381794,True,16.980528,0.1549588,-39.75948
geometry,"""second round similar in experience, fractals appeared more singular, with a sensation of lightness""",18.0,j-a-pinene,0.33966559573011673,True,35.082638,36.83987,6.4850135
positive affect,"""with a sensation of lightness and a positive/ loving quality""",18.0,j-a-pinene,0.1409112548707008,True,28.63236,-20.081947,-1.1797149
loss of contact with reality,"""third round was very close to a dissolution of space and time""",18.0,j-a-pinene,0.19522046343900482,True,32.345093,6.212337,12.31954
personal identity dissolution,"""third round was very close to a dissolution of space and time""",18.0,j-a-pinene,0.13124426743572307,True,27.954535,0.89417624,-11.383391
immersion enhancement,"""totally immersed into self initially with thinner/softer fractals compared to normal""",18.0,j-a-pinene,0.29283069515850724,True,42.87124,9.008336,-21.608019
geometry,"""totally immersed into self initially with thinner/softer fractals compared to normal""",18.0,j-a-pinene,0.33966559573011673,True,35.082638,36.83987,6.4850135
fear suppression,"""was letting go of fear of uncertainty""",18.0,j-a-pinene,0.26248853487144613,True,2.863657,36.013218,36.295177
philosophic contemplation,"""appeared to experience all of this life with the expectation of forgetting it, but with the underlaying feeling of 'its ok'""",18.0,j-a-pinene,0.11652186487138436,True,-12.792148,35.498188,-0.5062446
acceptance,"""appeared to experience all of this life with the expectation of forgetting it, but with the underlaying feeling of 'its ok'""",18.0,j-a-pinene,0.09761023171950241,True,9.08604,11.099634,10.571737
tactile grounding,"""i asked my wife to touch me at one point to ground me to reality""",18.0,j-a-pinene,0.13124426743572307,True,10.376571,0.5298363,-12.285722
derealization,"""i asked my wife to touch me at one point to ground me to reality""",18.0,j-a-pinene,0.08678249067800599,True,14.046142,7.2857275,-9.5509
paresthesia,"""could feel incredible amounts of energy moving from right shoulder outward""",18.0,j-a-pinene,0.15587116415519456,True,-8.160283,41.745728,-25.202951
tactile hallucinations,"""could feel incredible amounts of energy moving from right shoulder outward""",18.0,j-a-pinene,0.17356498135601198,True,13.965523,30.945938,-37.43735
love,"""as i was gaining more awareness to my physical body had a wave of optimism and love for my daughter""",18.0,j-a-pinene,0.21136688230605122,True,30.828518,29.600569,25.059685
immersion enhancement,"""as the experience moved on, i was taking deep breaths and re immersing into the experience""",18.0,j-a-pinene,0.29283069515850724,True,42.87124,9.008336,-21.608019
reimmersion,"""as the experience moved on, i was taking deep breaths and re immersing into the experience""",18.0,j-a-pinene,0.13124426743572307,True,8.952673,-6.2649593,-17.769686
visual distortions,"""differences- the quality of the fractals seems softer, strobe like quality to experience with pulses of energy, lighter and brighter""",18.0,j-a-pinene,0.19522046343900482,True,21.42471,45.915146,-6.909504
geometry,"""differences- the quality of the fractals seems softer, strobe like quality to experience with pulses of energy, lighter and brighter""",18.0,j-a-pinene,0.33966559573011673,True,35.082638,36.83987,6.4850135
cognitive effects,"first round was calm, felt very safe and very grounded to my body.",19.0,j-cassia,0.23977496713441884,True,53.04109,-2.7165198,-18.592218
